entry_id	Gene_name	SGD_gene_ID	Pubmed_ID	SGD_Reference	allele	description
Yeast_YNL258C_dsl1-DC30(tsallele)	YNL258C	S000005202	PMID: 23390603	SGD_REF: S000151997	dsl1-DC30 (ts allele)	resistance to chemicals: decreased
Yeast_YNL258C_dsl1-DC30(tsallele)	YNL258C	S000005202	PMID: 23390603	SGD_REF: S000151997	dsl1-DC30 (ts allele)	resistance to chemicals: decreased
Yeast_YNL260C_lto1-ts	YNL260C	S000005204	PMID: 18439903	SGD_REF: S000126287	lto1-ts	heat sensitivity: increased
Yeast_YNL267W_pik1-139(tsallele)	YNL267W	S000005211	PMID: 23390603	SGD_REF: S000151997	pik1-139 (ts allele)	resistance to chemicals: decreased
Yeast_YNL282W_pop3-ts	YNL282W	S000005226	PMID: 18439903	SGD_REF: S000126287	pop3-ts	heat sensitivity: increased
Yeast_YNL310C_zim17-ts	YNL310C	S000005254	PMID: 18439903	SGD_REF: S000126287	zim17-ts	heat sensitivity: increased
Yeast_YNL312W_rfa2-ts	YNL312W	S000005256	PMID: 21552543	SGD_REF: S000145356	rfa2-ts	chromosome/plasmid maintenance: abnormal
Yeast_YNL313C_emw1-ts	YNL313C	S000005257	PMID: 18439903	SGD_REF: S000126287	emw1-ts	heat sensitivity: increased
Yeast_YNR017W_tim23-ts	YNR017W	S000005300	PMID: 18439903	SGD_REF: S000126287	tim23-ts	heat sensitivity: increased
Yeast_YNR035C_arc35-6(tsallele)	YNR035C	S000005318	PMID: 23390603	SGD_REF: S000151997	arc35-6 (ts allele)	resistance to chemicals: decreased
Yeast_YNR038W_dbp6-ts	YNR038W	S000005321	PMID: 21552543	SGD_REF: S000145356	dbp6-ts	colony sectoring: increased
Yeast_YNR038W_dbp6-ts	YNR038W	S000005321	PMID: 18439903	SGD_REF: S000126287	dbp6-ts	heat sensitivity: increased
Yeast_YNR043W_mvd1-ts	YNR043W	S000005326	PMID: 18439903	SGD_REF: S000126287	mvd1-ts	heat sensitivity: increased
Yeast_YNR043W_mvd1-1296(tsallele)	YNR043W	S000005326	PMID: 23390603	SGD_REF: S000151997	mvd1-1296 (ts allele)	resistance to chemicals: decreased
Yeast_YOL021C_dis3-ts	YOL021C	S000005381	PMID: 21552543	SGD_REF: S000145356	dis3-ts	colony sectoring: increased
Yeast_YOL021C_dis3-ts	YOL021C	S000005381	PMID: 18439903	SGD_REF: S000126287	dis3-ts	heat sensitivity: increased
Yeast_YOL022C_tsr4-ts	YOL022C	S000005382	PMID: 18439903	SGD_REF: S000126287	tsr4-ts	heat sensitivity: increased
Yeast_YOL022C_tsr4-ts	YOL022C	S000005382	PMID: 18439903	SGD_REF: S000126287	tsr4-ts	RNA accumulation: decreased
Yeast_YOL038W_pre6-ts	YOL038W	S000005398	PMID: 20174551	SGD_REF: S000133286	pre6-ts	colony sectoring: increased
Yeast_YOL038W_pre6-ts	YOL038W	S000005398	PMID: 20174551	SGD_REF: S000133286	pre6-ts	resistance to chemicals: decreased
Yeast_YOL038W_pre6-ts	YOL038W	S000005398	PMID: 20174551	SGD_REF: S000133286	pre6-ts	resistance to chemicals: decreased
Yeast_YOL038W_pre6-ts	YOL038W	S000005398	PMID: 18439903	SGD_REF: S000126287	pre6-ts	heat sensitivity: increased
Yeast_YOL066C_rib2-ts	YOL066C	S000005427	PMID: 18439903	SGD_REF: S000126287	rib2-ts	heat sensitivity: increased
Yeast_YOL069W_nuf2-ts	YOL069W	S000005430	PMID: 18439903	SGD_REF: S000126287	nuf2-ts	heat sensitivity: increased
Yeast_YOL077C_brx1-ts	YOL077C	S000005437	PMID: 18439903	SGD_REF: S000126287	brx1-ts	heat sensitivity: increased
Yeast_YOL144W_nop8-101(tsallele)	YOL144W	S000005504	PMID: 23390603	SGD_REF: S000151997	nop8-101 (ts allele)	resistance to chemicals: decreased
Yeast_YOL144W_nop8-ts	YOL144W	S000005504	PMID: 18439903	SGD_REF: S000126287	nop8-ts	heat sensitivity: increased
Yeast_YOL146W_psf3-ts	YOL146W	S000005506	PMID: 20174551	SGD_REF: S000133286	psf3-ts	colony sectoring: increased
Yeast_YOL146W_psf3-ts	YOL146W	S000005506	PMID: 18439903	SGD_REF: S000126287	psf3-ts	heat sensitivity: increased
Yeast_YOR004W_utp23-ts	YOR004W	S000005530	PMID: 18439903	SGD_REF: S000126287	utp23-ts	heat sensitivity: increased
Yeast_YOR004W_utp23-ts	YOR004W	S000005530	PMID: 18439903	SGD_REF: S000126287	utp23-ts	RNA accumulation: decreased
Yeast_YOR056C_nob1-ts	YOR056C	S000005582	PMID: 18439903	SGD_REF: S000126287	nob1-ts	heat sensitivity: increased
Yeast_YOR060C_sld7-ts	YOR060C	S000005586	PMID: 21552543	SGD_REF: S000145356	sld7-ts	chromosome/plasmid maintenance: abnormal
Yeast_YOR060C_sld7-ts	YOR060C	S000005586	PMID: 21552543	SGD_REF: S000145356	sld7-ts	colony sectoring: increased
Yeast_YOR060C_sld7-ts	YOR060C	S000005586	PMID: 18439903	SGD_REF: S000126287	sld7-ts	heat sensitivity: increased
Yeast_YOR063W_rpl3-ts	YOR063W	S000005589	PMID: 18439903	SGD_REF: S000126287	rpl3-ts	heat sensitivity: increased
Yeast_YOR103C_ost2-ts	YOR103C	S000005629	PMID: 18439903	SGD_REF: S000126287	ost2-ts	heat sensitivity: increased
Yeast_YOR143C_thi80-ts	YOR143C	S000005669	PMID: 18439903	SGD_REF: S000126287	thi80-ts	heat sensitivity: increased
Yeast_YOR160W_mtr10-ts	YOR160W	S000005686	PMID: 21552543	SGD_REF: S000145356	mtr10-ts	colony sectoring: increased
Yeast_YOR160W_mtr10-ts	YOR160W	S000005686	PMID: 18439903	SGD_REF: S000126287	mtr10-ts	heat sensitivity: increased
Yeast_YOR174W_med4-6(tsallele)	YOR174W	S000005700	PMID: 23390603	SGD_REF: S000151997	med4-6 (ts allele)	resistance to chemicals: decreased
Yeast_YOR181W_las17-13(tsallele)	YOR181W	S000005707	PMID: 23390603	SGD_REF: S000151997	las17-13 (ts allele)	resistance to chemicals: decreased
Yeast_YOR181W_las17-13(tsallele)	YOR181W	S000005707	PMID: 23390603	SGD_REF: S000151997	las17-13 (ts allele)	resistance to chemicals: decreased
Yeast_YOR194C_toa1-ts	YOR194C	S000005720	PMID: 18439903	SGD_REF: S000126287	toa1-ts	heat sensitivity: increased
Yeast_YOR206W_noc2-ts	YOR206W	S000005732	PMID: 18439903	SGD_REF: S000126287	noc2-ts	heat sensitivity: increased
Yeast_YOR224C_rpb8-ts	YOR224C	S000005750	PMID: 18439903	SGD_REF: S000126287	rpb8-ts	heat sensitivity: increased
Yeast_YOR244W_esa1-1(temperaturesensitive)	YOR244W	S000005770	PMID: 22539722	SGD_REF: S000149758	esa1-1 (temperature sensitive)	autophagy: decreased
Yeast_YOR244W_esa1-1851(tsallele)	YOR244W	S000005770	PMID: 23390603	SGD_REF: S000151997	esa1-1851 (ts allele)	resistance to chemicals: decreased
Yeast_YOR244W_esa1+A65-1851(tsallele)	YOR244W	S000005770	PMID: 23390603	SGD_REF: S000151997	esa1+A65-1851 (ts allele)	resistance to chemicals: decreased
Yeast_YOR244W_esa1-1(temperaturesensitive)	YOR244W	S000005770	PMID: 22539722	SGD_REF: S000149758	esa1-1 (temperature sensitive)	protein/peptide modification: decreased
Yeast_YOR250C_clp1-ts	YOR250C	S000005776	PMID: 21552543	SGD_REF: S000145356	clp1-ts	colony sectoring: increased
Yeast_YOR250C_clp1-ts	YOR250C	S000005776	PMID: 18439903	SGD_REF: S000126287	clp1-ts	heat sensitivity: increased
Yeast_YOR257W_cdc31-2(tsallele)	YOR257W	S000005783	PMID: 23390603	SGD_REF: S000151997	cdc31-2 (ts allele)	resistance to chemicals: decreased
Yeast_YOR257W_cdc31-5(tsallele)	YOR257W	S000005783	PMID: 23390603	SGD_REF: S000151997	cdc31-5 (ts allele)	resistance to chemicals: decreased
Yeast_YOR260W_gcd1-ts	YOR260W	S000005786	PMID: 20174551	SGD_REF: S000133286	gcd1-ts	colony sectoring: increased
Yeast_YOR262W_yor262w-ts	YOR262W	S000005788	PMID: 21552543	SGD_REF: S000145356	yor262w-ts	chromosome/plasmid maintenance: abnormal
Yeast_YOR262W_yor262w-ts	YOR262W	S000005788	PMID: 18439903	SGD_REF: S000126287	yor262w-ts	colony sectoring: increased
Yeast_YOR262W_yor262w-ts	YOR262W	S000005788	PMID: 18439903	SGD_REF: S000126287	yor262w-ts	heat sensitivity: increased
Yeast_YOR329C_scd5-D338(tsallele)	YOR329C	S000005856	PMID: 23390603	SGD_REF: S000151997	scd5-D338 (ts allele)	resistance to chemicals: decreased
Yeast_YOR329C_scd5-PP1D2(tsallele)	YOR329C	S000005856	PMID: 23390603	SGD_REF: S000151997	scd5-PP1D2 (ts allele)	resistance to chemicals: decreased
Yeast_YOR336W_kre5-ts2	YOR336W	S000005863	PMID: 21552543	SGD_REF: S000145356	kre5-ts2	chromosome/plasmid maintenance: abnormal
Yeast_YOR362C_pre10-ts	YOR362C	S000005889	PMID: 21552543	SGD_REF: S000145356	pre10-ts	colony sectoring: increased
Yeast_YPL020C_ulp1-ts	YPL020C	S000005941	PMID: 10094048	SGD_REF: S000040761	ulp1-ts	protein/peptide accumulation: increased
Yeast_YPL020C_ulp1-ts	YPL020C	S000005941	PMID: 10094048	SGD_REF: S000040761	ulp1-ts	cell cycle progression through the G2/M phase transition: arrested
Yeast_YPL020C_ulp1-ts	YPL020C	S000005941	PMID: 10094048	SGD_REF: S000040761	ulp1-ts	heat sensitivity: increased
Yeast_YPL063W_tim50-ts	YPL063W	S000005984	PMID: 18439903	SGD_REF: S000126287	tim50-ts	heat sensitivity: increased
Yeast_YPL093W_nog1-1(tsallele)	YPL093W	S000006014	PMID: 23390603	SGD_REF: S000151997	nog1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YPL117C_idi1-ts	YPL117C	S000006038	PMID: 21552543	SGD_REF: S000145356	idi1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPL122C_tfb2-ts	YPL122C	S000006043	PMID: 18439903	SGD_REF: S000126287	tfb2-ts	heat sensitivity: increased
Yeast_YPL124W_spc29-20(tsallele)	YPL124W	S000006045	PMID: 23390603	SGD_REF: S000151997	spc29-20 (ts allele)	resistance to chemicals: decreased
Yeast_YPL128C_tbf1-ts	YPL128C	S000006049	PMID: 21552543	SGD_REF: S000145356	tbf1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPL131W_rpl5-ts	YPL131W	S000006052	PMID: 18439903	SGD_REF: S000126287	rpl5-ts	heat sensitivity: increased
Yeast_YPL151C_prp46-ts	YPL151C	S000006072	PMID: 18439903	SGD_REF: S000126287	prp46-ts	heat sensitivity: increased
Yeast_YPL160W_cdc60-ts	YPL160W	S000006081	PMID: 21552543	SGD_REF: S000145356	cdc60-ts	colony sectoring: increased
Yeast_YPL204W_hrr25-ts	YPL204W	S000006125	PMID: 18439903	SGD_REF: S000126287	hrr25-ts	heat sensitivity: increased
Yeast_YPL209C_ipl1-1(tsallele)	YPL209C	S000006130	PMID: 23390603	SGD_REF: S000151997	ipl1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YPL235W_rvb2-ts	YPL235W	S000006156	PMID: 20174551	SGD_REF: S000133286	rvb2-ts	colony sectoring: increased
Yeast_YPL235W_rvb2-ts	YPL235W	S000006156	PMID: 21552543	SGD_REF: S000145356	rvb2-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPL252C_yah1-ts(tsallele)	YPL252C	S000006173	PMID: 23390603	SGD_REF: S000151997	yah1-ts (ts allele)	resistance to chemicals: decreased
Yeast_YPL252C_yah1-ts(tsallele)	YPL252C	S000006173	PMID: 23390603	SGD_REF: S000151997	yah1-ts (ts allele)	resistance to chemicals: decreased
Yeast_YPL255W_bbp1-2(tsallele)	YPL255W	S000006176	PMID: 23390603	SGD_REF: S000151997	bbp1-2 (ts allele)	resistance to chemicals: decreased
Yeast_YPR016C_tif6-ts1	YPR016C	S000006220	PMID: 25721128	SGD_REF: S000179429	tif6-ts1	protein/peptide accumulation: decreased
Yeast_YPR019W_mcm4-ts	YPR019W	S000006223	PMID: 21552543	SGD_REF: S000145356	mcm4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPR082C_dib1-ts	YPR082C	S000006286	PMID: 21552543	SGD_REF: S000145356	dib1-ts	colony sectoring: increased
Yeast_YPR088C_srp54-ts	YPR088C	S000006292	PMID: 21552543	SGD_REF: S000145356	srp54-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPR110C_rpc40-ts4	YPR110C	S000006314	PMID: 3815519	SGD_REF: S000132913	rpc40-ts4	protein/peptide accumulation: decreased
Yeast_YPR110C_rpc40-ts4	YPR110C	S000006314	PMID: 3815519	SGD_REF: S000132913	rpc40-ts4	heat sensitivity: increased
Yeast_YPR133C_spn1-ts	YPR133C	S000006337	PMID: 21552543	SGD_REF: S000145356	spn1-ts	colony sectoring: increased
Yeast_YPR162C_orc4-ts	YPR162C	S000006366	PMID: 21552543	SGD_REF: S000145356	orc4-ts	chromosome/plasmid maintenance: abnormal
Yeast_YPR169W_jip5-ts	YPR169W	S000006373	PMID: 18439903	SGD_REF: S000126287	jip5-ts	heat sensitivity: increased
Yeast_YPR181C_sec23-ts	YPR181C	S000006385	PMID: 16581797	SGD_REF: S000114880	sec23-ts	protein/peptide distribution: abnormal
